20	20		113	9999
20	40		7173	
21	61			
21	82			9991
21	103			
24	127		2827	
26	153			
28	181			
28	209			
31	240			
31	271			
31	302			
32	334			
32	366			
32	398			
32	430			
34	464			
34	498			
34	532			
35	567			
35	602			
35	637			
36	673			
38	711			
38	749			
39	788			
40	828			
40	868			
41	909			
41	950			
42	992			
43	1035			
44	1079			
44	1123			
44	1167			
45	1212			
45	1257			
46	1303			
46	1349			
48	1397			
48	1445			
48	1493			
50	1543			
52	1595			
53	1648			
54	1702			
56	1758			
57	1815			
58	1873			
58	1931			
58	1989			
58	2047			
59	2106			
59	2165			
62	2227			
66	2293			
66	2359			
68	2427			
68	2495			
71	2566			
72	2638			
73	2711			
74	2785			
77	2862			
81	2943			
81	3024			
84	3108			
86	3194			
86	3280			
86	3366			
88	3454			
90	3544			
93	3637			
94	3731			
94	3825			
94	3919			
94	4013			
97	4110			
100	4210			
102	4312			
109	4421			
109	4530			
113	4643			
113	4756			
114	4870			
114	4984			
114	5098			
115	5213			
115	5328			
116	5444			
117	5561			
119	5680			
119	5799			
120	5919			
120	6039			
121	6160			
121	6281			
122	6403			
123	6526			
124	6650			
126	6776			
128	6904	128		
129	7033	129		
131	7164	131	9991	
132	7296	132	9992	
133	7429	133	9993	
133	7562	133	9993	
133	7695	133	9993	
136	7831	136	9996	
136	7967	136	9996	
138	8105	138	9998	
138	8243	138	9998	
138	8381	138	9998	
138	8519	138	9998	
139	8658	139	9999	
142	8800	142	10002	
143	8943	143	10003	
143	9086	143	10003	
143	9229			
144	9373			
145	9518			
145	9663			
146	9809			
146	9955			
149	10104			
149	10253			
151	10404			
151	10555			
151	10706			
152	10858			
152	11010			
153	11163			
153	11316			
153	11469			
155	11624			
156	11780			
157	11937			
159	12096			
160	12256			
161	12417			
161	12578			
162	12740			
163	12903			
163	13066			
164	13230			
165	13395			
167	13562			
170	13732			
171	13903			
175	14078			
175	14253			
177	14430			
179	14609			
182	14791			
182	14973			
183	15156			
185	15341			
185	15526			
186	15712			
186	15898			
186	16084			
190	16274			
190	16464			
190	16654			
191	16845			
195	17040			
195	17235			
196	17431			
196	17627			
203	17830			
204	18034			
204	18238			
205	18443			
206	18649			
206	18855			
206	19061			
208	19269			
209	19478			
210	19688			
210	19898			
210	20108			
210	20318			
210	20528			
211	20739			
211	20950			
213	21163			
215	21378			
217	21595			
220	21815			
220	22035			
222	22257			
224	22481			
224	22705			
224	22929			
224	23153			
226	23379			
226	23605			
226	23831			
226	24057			
229	24286			
229	24515			
232	24747			
234	24981			
234	25215			
234	25449			
234	25683			
235	25918			
235	26153			
236	26389			
237	26626			
238	26864			
239	27103			
241	27344			
241	27585			
243	27828			
243	28071			
245	28316			
245	28561			
246	28807			
247	29054			
247	29301			
248	29549			
249	29798			
249	30047			
250	30297			
251	30548			
254	30802			
254	31056			
254	31310			
255	31565			
255	31820			
257	32077			
259	32336			
260	32596			
261	32857			
261	33118			
262	33380			
262	33642			
262	33904			
262	34166			
263	34429			
266	34695			
268	34963			
269	35232			
269	35501			
271	35772			
271	36043			
271	36314			
272	36586			
273	36859			
273	37132			
273	37405			
274	37679			
275	37954			
276	38230			
277	38507			
277	38784			
279	39063			
279	39342			
280	39622			
282	39904			
282	40186			
284	40470			
284	40754			
285	41039			
286	41325			
287	41612			
287	41899			
289	42188			
289	42477			
290	42767			
290	43057			
291	43348			
291	43639			
293	43932			
293	44225			
293	44518			
294	44812			
295	45107			
297	45404			
297	45701			
297	45998			
300	46298			
301	46599			
301	46900			
301	47201			
303	47504			
305	47809			
306	48115			
308	48423			
309	48732			
310	49042			
311	49353			
312	49665			
313	49978			
314	50292			
315	50607			
317	50924			
317	51241			
318	51559			
322	51881			
322	52203			
323	52526			
323	52849			
324	53173			
327	53500			
328	53828			
328	54156			
329	54485			
330	54815			
330	55145			
330	55475			
331	55806			
331	56137			
331	56468			
331	56799			
333	57132			
335	57467			
335	57802			
336	58138			
337	58475			
337	58812			
338	59150			
346	59496			
346	59842			
348	60190			
349	60539			
350	60889			
352	61241			
352	61593			
352	61945			
353	62298			
353	62651			
353	63004			
354	63358			
354	63712			
356	64068			
358	64426			
359	64785			
360	65145			
360	65505			
361	65866			
361	66227			
364	66591			
364	66955			
364	67319			
365	67684			
365	68049			
367	68416			
367	68783			
367	69150			
368	69518			
372	69890			
373	70263			
374	70637			
374	71011			
374	71385			
375	71760			
377	72137			
377	72514			
380	72894			
380	73274			
380	73654			
381	74035			
381	74416			
383	74799			
386	75185			
388	75573			
388	75961			
389	76350			
390	76740			
392	77132			
393	77525			
398	77923			
398	78321			
398	78719			
399	79118			
401	79519			
405	79924			
405	80329			
405	80734			
405	81139			
407	81546			
408	81954			
413	82367			
413	82780			
413	83193			
416	83609			
418	84027			
418	84445			
419	84864			
420	85284			
420	85704			
421	86125			
425	86550			
425	86975			
425	87400			
425	87825			
427	88252			
427	88679			
427	89106			
427	89533			
429	89962			
429	90391			
429	90820			
430	91250			
431	91681			
431	92112			
431	92543			
432	92975			
433	93408			
434	93842			
435	94277			
435	94712			
435	95147			
436	95583			
436	96019			
437	96456			
438	96894			
439	97333			
439	97772			
440	98212			
440	98652			
441	99093			
443	99536			
446	99982			
446	100428			
447	100875			
449	101324			
449	101773			
450	102223			
451	102674			
453	103127			
453	103580			
453	104033			
454	104487			
454	104941			
456	105397			
457	105854			
459	106313			
459	106772			
460	107232			
461	107693			
461	108154			
462	108616			
463	109079			
465	109544			
465	110009			
465	110474			
465	110939			
466	111405			
467	111872			
468	112340			
469	112809			
469	113278			
469	113747			
470	114217			
470	114687			
470	115157			
472	115629			
473	116102			
474	116576			
474	117050			
476	117526			
476	118002			
477	118479			
478	118957			
481	119438			
481	119919			
482	120401			
482	120883			
483	121366			
486	121852			
487	122339			
489	122828			
491	123319			
491	123810			
492	124302			
493	124795			
494	125289			
495	125784			
496	126280			
497	126777			
498	127275			
499	127774			
503	128277			
503	128780			
510	129290			
511	129801			
512	130313			
512	130825			
515	131340			
517	131857			
518	132375			
518	132893			
520	133413			
521	133934			
521	134455			
523	134978			
523	135501			
523	136024			
524	136548			
524	137072			
529	137601			
529	138130			
531	138661			
532	139193			
536	139729			
536	140265			
