11	9,9	11
16	14,4	16
17	15,3	17
17	15,3	17
18	16,2	18
20	18	20
21	18,9	21
21	18,9	21
22	19,8	22
22	19,8	22
23	20,7	23
24	21,6	24
27	24,3	27
29	26,1	29
29	26,1	29
31	27,9	31
32	28,8	32
33	29,7	33
34	30,6	34
36	32,4	36
38	34,2	38
39	35,1	39
41	36,9	41
42	37,8	42
42	37,8	42
45	40,5	45
46	41,4	46
47	42,3	47
49	44,1	49
49	44,1	49
51	45,9	51
51	45,9	51
53	47,7	53
54	48,6	54
54	48,6	54
54	48,6	54
54	48,6	54
56	50,4	56
56	50,4	56
58	52,2	58
59	53,1	59
62	55,8	62
63	56,7	63
63	56,7	63
63	56,7	63
64	57,6	64
64	57,6	64
65	58,5	65
66	59,4	66
67	60,3	67
68	61,2	68
68	61,2	68
70	63	70
72	64,8	72
75	67,5	75
75	67,5	75
76	68,4	76
77	69,3	77
77	69,3	77
77	69,3	77
78	70,2	78
83	74,7	83
83	74,7	83
83	74,7	83
83	74,7	83
86	77,4	86
86	77,4	86
87	78,3	87
89	80,1	89
90	81	90
90	81	90
90	81	90
92	82,8	92
96	86,4	96
96	86,4	96
96	86,4	96
98	88,2	98
100	90	100
100	90	100
101	90,9	101
102	91,8	102
104	93,6	104
105	94,5	105
105	94,5	105
105	94,5	105
106	95,4	106
106	95,4	106
106	95,4	106
107	96,3	107
107	96,3	107
108	97,2	108
110	99	110
112	100,8	100,8
113	101,7	101,7
113	101,7	101,7
114	102,6	102,6
115	103,5	103,5
116	104,4	104,4
117	105,3	105,3
117	105,3	105,3
117	105,3	105,3
118	106,2	106,2
118	106,2	106,2
120	108	108
121	108,9	108,9
122	109,8	109,8
123	110,7	110,7
123	110,7	110,7
124	111,6	111,6
124	111,6	111,6
128	115,2	115,2
129	116,1	116,1
131	117,9	117,9
131	117,9	117,9
131	117,9	117,9
132	118,8	118,8
135	121,5	121,5
139	125,1	125,1
140	126	126
140	126	126
141	126,9	126,9
142	127,8	127,8
144	129,6	129,6
145	130,5	130,5
145	130,5	130,5
145	130,5	130,5
145	130,5	130,5
146	131,4	131,4
147	132,3	132,3
149	134,1	134,1
150	135	135
151	135,9	135,9
151	135,9	135,9
151	135,9	135,9
153	137,7	137,7
153	137,7	137,7
154	138,6	138,6
154	138,6	138,6
155	139,5	139,5
158	142,2	142,2
159	143,1	143,1
159	143,1	143,1
159	143,1	143,1
160	144	144
161	144,9	144,9
163	146,7	146,7
169	152,1	152,1
169	152,1	152,1
170	153	153
171	153,9	153,9
172	154,8	154,8
172	154,8	154,8
172	154,8	154,8
173	155,7	155,7
173	155,7	155,7
174	156,6	156,6
175	157,5	157,5
178	160,2	160,2
180	162	162
180	162	162
181	162,9	162,9
182	163,8	163,8
183	164,7	164,7
183	164,7	164,7
187	168,3	168,3
187	168,3	168,3
189	170,1	170,1
189	170,1	170,1
192	172,8	172,8
193	173,7	173,7
198	178,2	178,2
198	178,2	178,2
199	179,1	179,1
199	179,1	179,1
199	179,1	179,1
200	180	180
200	180	180
200	180	180
200	180	180
203	182,7	182,7
204	183,6	183,6
204	183,6	183,6
205	184,5	184,5
206	185,4	185,4
207	186,3	186,3
211	189,9	189,9
212	190,8	190,8
212	190,8	190,8
213	191,7	191,7
215	193,5	193,5
215	193,5	193,5
215	193,5	193,5
217	195,3	195,3
217	195,3	195,3
221	198,9	198,9
221	198,9	198,9
223	200,7	200,7
223	200,7	200,7
224	201,6	201,6
226	203,4	203,4
228	205,2	205,2
228	205,2	205,2
231	207,9	207,9
231	207,9	207,9
233	209,7	209,7
236	212,4	212,4
236	212,4	212,4
237	213,3	213,3
241	216,9	216,9
241	216,9	216,9
242	217,8	217,8
243	218,7	218,7
244	219,6	219,6
245	220,5	220,5
247	222,3	222,3
247	222,3	222,3
249	224,1	224,1
250	225	225
252	226,8	226,8
252	226,8	226,8
252	226,8	226,8
252	226,8	226,8
253	227,7	227,7
254	228,6	228,6
255	229,5	229,5
256	230,4	230,4
256	230,4	230,4
256	230,4	230,4
259	233,1	233,1
259	233,1	233,1
260	234	234
262	235,8	235,8
263	236,7	236,7
264	237,6	237,6
264	237,6	237,6
264	237,6	237,6
264	237,6	237,6
266	239,4	239,4
266	239,4	239,4
266	239,4	239,4
267	240,3	240,3
267	240,3	240,3
267	240,3	240,3
268	241,2	241,2
270	243	243
271	243,9	243,9
271	243,9	243,9
272	244,8	244,8
275	247,5	247,5
277	249,3	249,3
278	250,2	250,2
279	251,1	251,1
280	252	252
280	252	252
280	252	252
282	253,8	253,8
282	253,8	253,8
283	254,7	254,7
283	254,7	254,7
284	255,6	255,6
284	255,6	255,6
285	256,5	256,5
287	258,3	258,3
287	258,3	258,3
287	258,3	258,3
288	259,2	259,2
289	260,1	260,1
289	260,1	260,1
289	260,1	260,1
290	261	261
290	261	261
290	261	261
294	264,6	264,6
295	265,5	265,5
296	266,4	266,4
296	266,4	266,4
297	267,3	267,3
297	267,3	267,3
298	268,2	268,2
298	268,2	268,2
299	269,1	269,1
299	269,1	269,1
299	269,1	269,1
301	270,9	270,9
302	271,8	271,8
305	274,5	274,5
305	274,5	274,5
305	274,5	274,5
306	275,4	275,4
307	276,3	276,3
307	276,3	276,3
308	277,2	277,2
308	277,2	277,2
309	278,1	278,1
310	279	279
310	279	279
310	279	279
311	279,9	279,9
312	280,8	280,8
315	283,5	283,5
315	283,5	283,5
317	285,3	285,3
318	286,2	286,2
318	286,2	286,2
