20	20	1000\	10000	
20	40			
21	61	6982		110
21	82			
21	103	118		8937
24	127			
26	153			
28	181			
28	209			
31	240			
31	271			
31	302			
32	334			
32	366			
32	398			
32	430			
34	464			
34	498			
34	532			
35	567			
35	602			
35	637			
36	673			
38	711			
38	749			
39	788			
40	828			
40	868			
41	909			
41	950			
42	992			
43	1035			
44	1079			
44	1123			
44	1167			
45	1212			
45	1257			
46	1303			
46	1349			
48	1397			
48	1445			
48	1493			
50	1543			
52	1595			
53	1648			
54	1702			
56	1758			
57	1815			
58	1873			
58	1931			
58	1989			
58	2047			
59	2106			
59	2165			
62	2227			
66	2293			
66	2359			
68	2427			
68	2495			
71	2566			
72	2638			
73	2711			
74	2785			
77	2862			
81	2943			
81	3024			
84	3108			
86	3194			
86	3280			
86	3366			
88	3454			
90	3544			
93	3637			
94	3731			
94	3825			
94	3919			
94	4013			
97	4110			
100	4210			
102	4312			
109	4421			
109	4530			
113	4643			
113	4756			
114	4870			
114	4984			
114	5098			
115	5213			
115	5328			
116	5444			
117	5561			
119	5680			
119	5799			
120	5919			
120	6039			
121	6160			
121	6281			
122	6403			
123	6526			
124	6650			
126	6776			
128	6904			
129	7033			
131	7164			
132	7296			
133	7429			
133	7562			
133	7695			
136	7831			
136	7967			
138	8105			
138	8243			
138	8381			
138	8519			
139	8658			
142	8800			
143	8943			
143	9086			
143	9229			
144	9373			
145	9518			
145	9663			
146	9809			
146	9955			
149	10104			
149	10253			
151	10404			
151	10555			
151	10706			
152	10858			
152	11010			
153	11163			
153	11316			
153	11469			
155	11624			
156	11780			
157	11937			
159	12096			
160	12256			
161	12417			
161	12578			
162	12740			
163	12903			
163	13066			
164	13230			
165	13395			
167	13562			
170	13732			
171	13903			
175	14078			
175	14253			
177	14430			
179	14609			
182				
182				
183				
185				
185				
186				
186				
186				
190				
190				
190				
191				
195				
195				
196				
196				
203				
204				
204				
205				
206				
206				
206				
208				
209				
210				
210				
210				
210				
210				
211				
211				
213				
215				
217				
220				
220				
222				
224				
224				
224				
224				
226				
226				
226				
226				
229				
229				
232				
234				
234				
234				
234				
235				
235				
236				
237				
238				
239				
241				
241				
243				
243				
245				
245				
246				
247				
247				
248				
249				
249				
250				
251				
254				
254				
254				
255				
255				
257				
259				
260				
261				
261				
262				
262				
262				
262				
263				
266				
268				
269				
269				
271				
271				
271				
272				
273				
273				
273				
274				
275				
276				
277				
277				
279				
279				
280				
282				
282				
284				
284				
285				
286				
287				
287				
289				
289				
290				
290				
291				
291				
293				
293				
293				
294				
295				
297				
297				
297				
300				
301				
301				
301				
303				
305				
306				
308				
309				
310				
311				
312				
313				
314				
315				
317				
317				
318				
322				
322				
323				
323				
324				
327				
328				
328				
329				
330				
330				
330				
331				
331				
331				
331				
333				
335				
335				
336				
337				
337				
338				
346				
346				
348				
349				
350				
352				
352				
352				
353				
353				
353				
354				
354				
356				
358				
359				
360				
360				
361				
361				
364				
364				
364				
365				
365				
367				
367				
367				
368				
372				
373				
374				
374				
374				
375				
377				
377				
380				
380				
380				
381				
381				
383				
386				
388				
388				
389				
390				
392				
393				
398				
398				
398				
399				
401				
405				
405				
405				
405				
407				
408				
413				
413				
413				
416				
418				
418				
419				
420				
420				
421				
425				
425				
425				
425				
427				
427				
427				
427				
429				
429				
429				
430				
431				
431				
431				
432				
433				
434				
435				
435				
435				
436				
436				
437				
438				
439				
439				
440				
440				
441				
443				
446				
446				
447				
449				
449				
450				
451				
453				
453				
453				
454				
454				
456				
457				
459				
459				
460				
461				
461				
462				
463				
465				
465				
465				
465				
466				
467				
468				
469				
469				
469				
470				
470				
470				
472				
473				
474				
474				
476				
476				
477				
478				
481				
481				
482				
482				
483				
486				
487				
489				
491				
491				
492				
493				
494				
495				
496				
497				
498				
499				
503				
503				
510				
511				
512				
512				
515				
517				
518				
518				
520				
521				
521				
523				
523				
523				
524				
524				
529				
529				
531				
532				
536				
536				
537				
540				
541				
541				
541				
543				
543				
544				
544				
544				
544				
545				
545				
545				
546				
546				
546				
550				
552				
552				
554				
554				
556				
558				
558				
558				
558				
559				
559				
561				
561				
561				
561				
561				
562				
563				
564				
568				
569				
569				
571				
571				
572				
573				
573				
573				
574				
575				
576				
576				
577				
578				
578				
579				
580				
582				
582				
583				
584				
585				
585				
586				
587				
589				
589				
594				
598				
599				
599				
600				
601				
601				
601				
603				
604				
606				
607				
608				
608				
608				
609				
611				
612				
612				
613				
615				
615				
617				
618				
619				
619				
620				
622				
622				
624				
624				
626				
626				
626				
629				
630				
632				
632				
634				
635				
638				
638				
638				
638				
641				
642				
643				
644				
644				
645				
647				
648				
649				
649				
649				
651				
652				
653				
653				
654				
657				
658				
659				
662				
662				
663				
663				
663				
664				
665				
666				
667				
667				
667				
669				
