1	1	8460		
1	2			
1	3			
1	4			
1	5			
1	6			
1	7			
1	8			
1	9			
1	10			
1	11			
1	12			
1	13			
1	14			
1	15			
1	16			
1	17			
1	18			
1	19			
1	20			
1	21			
1	22			
1	23			
1	24			
1	25			
1	26			
1	27			
1	28			
1	29			
1	30			
1	31			
1	32			
1	33			
1	34			
1	35			
1	36			
1	37			
1	38			
1	39			
1	40			
1	41			
1	42			
1	43			
1	44			
1	45			
1	46			
2	48			
2	50			
2	52			
2	54			
2	56			
2	58			
2	60			
2	62			
2	64			
2	66			
2	68			
2	70			
2	72			
2	74			
2	76			
2	78			
2	80			
2	82			
2	84			
2	86			
2	88			
2	90			
2	92			
2	94			
2	96			
2	98			
2	100			
2	102			
2	104			
2	106			
2	108			
2	110			
2	112			
2	114			
2	116			
2	118			
2	120			
2	122			
2	124			
2	126			
2	128			
2	130			
2	132			
3	135			
3	138			
3	141			
3	144			
3	147			
3	150			
3	153			
3	156			
3	159			
3	162			
3	165			
3	168			
3	171			
3	174			
3	177			
3	180			
3	183			
3	186			
3	189			
3	192			
3	195			
3	198			
3	201			
3	204			
3	207			
3	210			
3	213			
3	216			
3	219			
3	222			
3	225			
3	228			
3	231			
3	234			
3	237			
3	240			
3	243			
3	246			
3	249			
3	252			
4	256			
4	260			
4	264			
4	268			
4	272			
4	276			
4	280			
4	284			
4	288			
4	292			
4	296			
4	300			
4	304			
4	308			
4	312			
4	316			
4	320			
4	324			
4	328			
4	332			
4	336			
4	340			
4	344			
4	348			
4	352			
4	356			
4	360			
4	364			
4	368			
4	372			
4	376			
4	380			
5	385			
5	390			
5	395			
5	400			
5	405			
5	410			
5	415			
5	420			
5	425			
5	430			
5	435			
5	440			
5	445			
5	450			
5	455			
5	460			
5	465			
5	470			
5	475			
5	480			
5	485			
5	490			
5	495			
5	500			
5	505			
5	510			
5	515			
5	520			
5	525			
5	530			
5	535			
5	540			
5	545			
5	550			
5	555			
5	560			
5	565			
5	570			
5	575			
5	580			
5	585			
5	590			
5	595			
5	600			
5	605			
6	611			
6	617			
6	623			
6	629			
6	635			
6	641			
6	647			
6	653			
6	659			
6	665			
6	671			
6	677			
6	683			
6	689			
6	695			
6	701			
6	707			
6	713			
6	719			
6	725			
6	731			
6	737			
6	743			
6	749			
6	755			
6	761			
6	767			
6	773			
6	779			
6	785			
6	791			
6	797			
6	803			
6	809			
6	815			
6	821			
6	827			
7	834			
7	841			
7	848			
7	855			
7	862			
7	869			
7	876			
7	883			
7	890			
7	897			
7	904			
7	911			
7	918			
7	925			
7	932			
7	939			
7	946			
7	953			
7	960			
7	967			
7	974			
7	981			
7	988			
7	995			
7	1002			
7	1009			
7	1016			
7	1023			
7	1030			
7	1037			
7	1044			
7	1051			
7	1058			
7	1065			
7	1072			
7	1079			
7	1086			
7	1093			
7	1100			
7	1107			
7	1114			
7	1121			
7	1128			
7	1135			
7	1142			
7	1149			
8	1157			
8	1165			
8	1173			
8	1181			
8	1189			
8	1197			
8	1205			
8	1213			
8	1221			
8	1229			
8	1237			
8	1245			
8	1253			
8	1261			
8	1269			
8	1277			
8	1285			
8	1293			
8	1301			
8	1309			
8	1317			
8	1325			
8	1333			
8	1341			
8	1349			
8	1357			
8	1365			
8	1373			
8	1381			
8	1389			
8	1397			
8	1405			
8	1413			
8	1421			
8	1429			
8	1437			
8	1445			
8	1453			
8	1461			
8	1469			
8	1477			
9	1486			
9	1495			
9	1504			
9	1513			
9	1522			
9	1531			
9	1540			
9	1549			
9	1558			
9	1567			
9	1576			
9	1585			
9	1594			
9	1603			
9	1612			
9	1621			
9	1630			
9	1639			
9	1648			
9	1657			
9	1666			
9	1675			
9	1684			
9	1693			
9	1702			
9	1711			
9	1720			
9	1729			
9	1738			
9	1747			
9	1756			
9	1765			
9	1774			
9	1783			
9	1792			
9	1801			
9	1810			
9	1819			
10	1829			
10	1839			
10	1849			
10	1859			
10	1869			
10	1879			
10	1889			
10	1899			
10	1909			
10	1919			
10	1929			
10	1939			
10	1949			
10	1959			
10	1969			
10	1979			
10	1989			
10	1999			
10	2009			
10	2019			
10	2029			
10	2039			
10	2049			
10	2059			
10	2069			
10	2079			
10	2089			
10	2099			
10	2109			
10	2119			
10	2129			
10	2139			
10	2149			
10	2159			
10	2169			
10	2179			
10	2189			
10	2199			
10	2209			
10	2219			
10	2229			
10	2239			
10	2249			
10	2259			
10	2269			
10	2279			
10	2289			
10	2299			
10	2309			
10	2319			
11	2330			
11	2341			
11	2352			
11	2363			
11	2374			
11	2385			
11	2396			
11	2407			
11	2418			
11	2429			
11	2440			
11	2451			
11	2462			
11	2473			
11	2484			
11	2495			
11	2506			
11	2517			
11	2528			
11	2539			
11	2550			
11	2561			
11	2572			
11	2583			
11	2594			
11	2605			
11	2616			
11	2627			
11	2638			
11	2649			
11	2660			
11	2671			
11	2682			
11	2693			
11	2704			
11	2715			
11	2726			
11	2737			
11	2748			
11	2759			
11	2770			
12	2782			
12	2794			
12	2806			
12	2818			
12	2830			
12	2842			
12	2854			
12	2866			
12	2878			
12	2890			
12	2902			
12	2914			
12	2926			
12	2938			
12	2950			
12	2962			
12	2974			
12	2986			
12	2998			
12	3010			
12	3022			
12	3034			
12	3046			
12	3058			
12	3070			
12	3082			
12	3094			
12	3106			
12	3118			
12	3130			
12	3142			
12	3154			
